Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
SNES,1.59,11.189,0.16,Sell,1351539,5404140,,-6.111,38,Health Technology
SNEX,48.99,-13.598,-7.71,Buy,1074463,948853017,8.237,6.209,2012,Finance
SNFCA,6.26,-0.949,-0.06,Buy,1331356,119624500,4.563,1.436,1293,Finance
SNGX,1.84,-6.599,-0.13,Sell,4660399,54919032,,-0.703,16,Health Technology
SNMP,0.2838,-8.452,-0.03,Sell,850476,5662917,,-0.744,9,Energy Minerals
SNOA,8.85,20.081,1.48,Sell,2097484,17879390,,-2.302,298,Health Technology
SNOW,217.39,,,,70866371,58366197409,,-1.238,,Technology Services
SNPS,197.86,-10.592,-23.44,Buy,13511944,30027629320,50.605,4.164,13896,Technology Services
SNSS,1.25,-55.036,-1.53,Sell,26962083,22616375,,-2.132,24,Health Technology
SNV,19.88,-9.099,-1.99,Sell,21028830,2928582440,7.973,2.595,5389,Finance
SNX,126.86,-0.228,-0.29,Buy,6157571,6532617642,14.252,9.341,235000,Distribution Services
SO,52.53,0.671,0.35,Sell,68403493,55478508900,17.468,3.065,27943,Utilities
SOAC,10.14,3.049,0.3,,7809581,,,,,Finance
SOI,6.21,-20.18,-1.57,Sell,5225429,182427444,,-0.008,245,Industrial Services
SOLO,2.56,-9.22,-0.26,Sell,67389801,164151040,,-0.515,63,Consumer Durables
SOLY,6.59,-3.514,-0.24,Sell,3781485,139641441,,-0.843,10,Health Technology
SON,48.7,-8.165,-4.33,Sell,6585099,4888311200,18.438,2.706,23000,Process Industries
SONA,8.25,-3.509,-0.3,Sell,1644349,201043425,9.078,0.936,,Finance
SONM,0.79,-10.023,-0.09,Buy,9186822,52084858,,-1.372,403,Electronic Technology
SONN,2.42,-7.634,-0.2,Sell,14387990,33018480,,,587,Health Technology
SONO,14.71,4.549,0.64,Buy,52172649,1627220200,,-0.625,1446,Electronic Technology
SP,17.21,-16.09,-3.3,Sell,2549816,397323828,,-2.987,23900,Commercial Services
SPAQ,14.06,8.154,1.06,Buy,172353321,970140000,164.025,0.096,2,Finance
SPAQ.U,16.21,15.703,2.2,Buy,281307,1118490000,,,2,Finance
SPB,56.96,-4.43,-2.64,Buy,6616579,2452486848,,-1.411,13000,Consumer Durables
SPCB,0.797,-33.583,-0.4,Sell,6818598,14868752,,,,Electronic Technology
SPCE,15.73,-12.123,-2.17,Buy,182501023,3680882920,,-0.972,906,Electronic Technology
SPFI,11.6,-18.768,-2.68,Sell,451907,209486720,6.868,1.724,679,Finance
SPGI,343.06,-6.375,-23.36,Buy,13813959,82677460000,33.015,10.663,22500,Commercial Services
SPH,14.45,13.333,1.7,Sell,7073258,898015480,18.845,0.815,3369,Utilities
SPI,14,1117.391,12.85,Buy,351313675,207725000,,,,Electronic Technology
SPKE,7.955,-13.439,-1.24,Sell,2398944,116718942,5.405,1.581,164,Utilities
SPLK,177.48,-19.081,-41.85,Buy,29093232,28466727120,,-4.108,5800,Technology Services
SPLP,6.485,-12.246,-0.91,Sell,97196,161792320,,-2.9,5000,Producer Manufacturing
SPNE,13.21,-0.751,-0.1,Buy,1881855,363561657,,-1.935,386,Health Technology
SPNS,28.6,-14.729,-4.94,Buy,3981240,1436549400,50.756,0.605,2959,Technology Services
SPOK,9.41,-13.192,-1.43,Sell,1029946,179013958,,-0.616,638,Communications
SPOT,235.05,-16.696,-47.11,Buy,29173963,43347199867,,-1.871,,Technology Services
SPPI,4.42,4.988,0.21,Sell,52813493,644144280,,-1.241,146,Health Technology
SPR,17.8,-13.424,-2.76,Sell,87008496,1880107200,,-2.113,18200,Electronic Technology
SPRO,9.43,-13.247,-1.44,Sell,11697083,244590625,,-4.326,57,Health Technology
SPRT,1.72,-12.245,-0.24,Sell,3420741,32815364,12.824,0.144,1231,Technology Services
SPSC,72.71,-8.976,-7.17,Buy,4292839,2554171422,68.597,1.108,1363,Technology Services
SPT,36.69,-5.316,-2.06,Strong Buy,11346132,1921002142,,-1.005,302,Technology Services
SPTN,16.52,-17.317,-3.46,Sell,7893383,591966116,12.5,1.359,17200,Distribution Services
SPWH,13.84,-11.819,-1.86,Buy,28175952,603525032,12.094,1.186,5400,Retail Trade
SPWR,10.21,-8.758,-0.98,Strong Buy,84471475,1736578060,341.275,0.036,8400,Producer Manufacturing
SPXC,42.65,1.96,0.82,Buy,4084497,1906041295,18.255,2.403,4500,Producer Manufacturing
SQ,149.59,-6.248,-9.97,Buy,183318165,66347918073,259.793,0.708,3835,Technology Services
SQBG,4.51,-25.944,-1.58,Sell,1098616,7441455,,-0.704,42,Consumer Non-Durables
SR,51.52,-11.493,-6.69,Sell,5413263,2652373248,45.259,1.166,3536,Utilities
SRAC,9.95,0.201,0.02,,332989,219969625,616.667,0.016,3,Finance
SRAX,2.61,-13.576,-0.41,Sell,4129871,36890262,,-0.797,135,Commercial Services
SRCE,28.84,-16.284,-5.61,Sell,969099,736873536,9.321,3.168,1175,Finance
SRCL,60.55,-5.553,-3.56,Buy,6914405,5539289595,,-3.324,19500,Industrial Services
SRDX,38.54,-14.829,-6.71,Strong Sell,785143,525886008,69.473,0.565,369,Health Technology
SRE,114.5,-7.4,-9.15,Sell,24850222,33120270000,8.308,14.737,13969,Utilities
SREV,1.25,-16.944,-0.26,Sell,5152046,119521125,,-0.192,3200,Technology Services
SRGA,1.86,-16.216,-0.36,Sell,7140314,141275184,,-3.493,935,Health Technology
SRI,17.57,-13.02,-2.63,Sell,2990283,474446224,,-0.281,4700,Producer Manufacturing
SRL,4.96,-37.215,-2.94,Sell,542967,62271808,,-1.111,80,Finance
SRLP,15.05,-0.133,-0.02,Sell,340832,344989645,19.747,0.773,665,Industrial Services
SRNE,9.6,19.85,1.59,Buy,536279086,2448931200,,-1.613,310,Health Technology
SRPT,143.96,-1.68,-2.46,Buy,12886101,11301637384,,-7.028,743,Health Technology
SRRA,10.79,-9.099,-1.08,Sell,266287,112169603,,-12.778,71,Health Technology
SRRK,17.82,18.013,2.72,Buy,2420256,532367154,,-2.168,93,Health Technology
SRT,5.14,2.8,0.14,Sell,730539,207052564,,-1.034,47000,Commercial Services
SRTS,2.5107,-5.257,-0.14,Strong Sell,381497,41432576,,-0.357,53,Health Technology
SSB,45.74,-17.852,-9.94,Sell,5483007,3243981428,27.534,1.729,2547,Finance
SSBI,10.27,3.737,0.37,Sell,60297,62334792,7.328,1.403,93,Finance
SSD,92.99,-5.44,-5.35,Buy,3704263,4042712353,25.949,3.679,3337,Producer Manufacturing
SSKN,1.43,-7.143,-0.11,Sell,547942,48269507,,-0.123,115,Health Technology
SSNC,59.69,-6.325,-4.03,Buy,20123716,15374950200,32.032,1.982,22800,Technology Services
SSNT,2.28,-30.488,-1,Sell,1206408,10262280,,-0.859,157,Technology Services
SSP,10.47,-5.845,-0.65,Sell,4612136,853477985,,-0.555,5900,Consumer Services
SSPK,10.1,0.298,0.03,Strong Buy,965133,315625000,101.714,0.099,3,Finance
SSRM,18.55,-13.52,-2.9,Buy,36883099,4062839550,45.02,0.459,1926,Non-Energy Minerals
SSSS,12.57,-5.56,-0.74,Buy,11054339,210605322,144.231,0.365,6,Finance
SSTI,31.48,5.073,1.52,Buy,1079018,359567708,146.868,0.233,108,Electronic Technology
SSTK,52.45,4.233,2.13,Buy,6244608,1899492485,58.3,0.917,1116,Technology Services
SSY,0.981,-3.824,-0.04,Sell,608993,6768233,,-0.384,,Health Services
SSYS,12.7,-14.536,-2.16,Strong Sell,13076103,698881000,,-1.086,2268,Electronic Technology
ST,41.46,-0.432,-0.18,Sell,17168438,6518050980,75.283,0.561,21050,Electronic Technology
STAA,54.3,13.243,6.35,Buy,9943965,2487287520,350.76,0.168,550,Health Technology
STAF,0.5852,-6.308,-0.04,Sell,1729761,5455562,,-2.046,270,Commercial Services
STBA,17.01,-15.771,-3.19,Sell,2788325,667669716,19.533,0.892,1201,Finance
STC,41.01,-3.89,-1.66,Buy,5829142,1096086573,9.416,4.46,5300,Finance
STCN,0.545,-18.057,-0.12,Sell,1977103,33999117,,-0.735,3760,Transportation
STE,165.67,3.777,6.03,Buy,8645660,14090747077,35.331,4.846,13000,Health Technology
STEP,25.88,,,,14631816,2588,,,,Finance
STFC,13.37,-13.351,-2.06,Sell,883736,586111386,,-0.825,1978,Finance
STIM,4.14,-29.472,-1.73,Sell,5010982,78089094,,-1.866,235,Health Technology
STKL,7.18,5.588,0.38,Buy,8169116,641914976,,-0.239,1900,Consumer Non-Durables
STKS,1.89,0,0,Sell,1947015,54851013,4.692,0.45,3400,Consumer Services
STL,10.01,-14.225,-1.66,Sell,52369467,1946724780,7.195,1.432,,Finance
STLD,29,-1.762,-0.52,Sell,32156353,6100585000,11.836,2.495,8385,Non-Energy Minerals
STM,29.23,-3.372,-1.02,Buy,44403599,26071765904,28.076,1.095,45554,Electronic Technology
STMP,230.23,-7.664,-19.11,Buy,5245581,4046453411,42.53,5.694,1313,Commercial Services
STN,29.84,-8.213,-2.67,Buy,1294417,3335216800,24.109,1.264,22000,Industrial Services
STND,18.75,1.626,0.3,Sell,67824,87387188,12.748,1.493,157,Finance
STNE,52.25,2.451,1.25,Buy,40291663,16130841070,87.216,0.617,5938,Technology Services
STNG,10.75,-9.206,-1.09,Sell,31487816,632182775,4.554,2.766,22,Transportation
STOK,33.41,13.756,4.04,Buy,1982165,1110585151,,-1.301,56,Health Technology
STON,0.9053,16.858,0.13,Sell,7059174,106666067,,-2.265,2546,Consumer Services
STRA,94.41,-7.956,-8.16,Sell,4596251,2304349839,18.134,5.258,3076,Consumer Services
STRL,13.36,-5.516,-0.78,Buy,2628474,374992488,7.181,1.874,2800,Industrial Services
STRM,1.5,-1.961,-0.03,Buy,1949177,47437200,,0.226,80,Technology Services
STRO,10.35,3.397,0.34,Strong Buy,13008263,371347650,,-1.049,168,Health Technology
STRS,20.29,3.52,0.69,Sell,134115,166580900,,,73,Finance
STRT,18.73,-10.468,-2.19,Sell,167151,71542419,,-2.026,3831,Producer Manufacturing
STSA,4.33,-81.198,-18.7,Neutral,139438889,75381836,,-4.205,17,Health Technology
STT,57.77,-15.156,-10.32,Sell,45363413,20357165910,9.425,6.32,39103,Finance
STX,47.62,-0.771,-0.37,Sell,50286644,12216291940,12.569,3.838,42000,Electronic Technology
STXB,10.52,-15.84,-1.98,Sell,1042604,182466244,8.005,1.362,409,Finance
STXS,3.29,-6.534,-0.23,Buy,4721017,241018820,,-0.091,118,Health Technology
STZ,186.57,1.133,2.09,Buy,17654379,35571663442,,0.298,9000,Consumer Non-Durables
STZ.B,186.23,2.105,3.84,Buy,2565,35506838628,,0.268,9000,Consumer Non-Durables
SU,12.47,-22.208,-3.56,Sell,152734182,19018620500,,-2.616,12889,Energy Minerals
SUM,15.5,4.097,0.61,Sell,22938065,1768782500,17.408,0.918,6000,Non-Energy Minerals
SUMO,23.74,,,,27755824,2342898226,,,,Technology Services
SUMR,17.67,-1.779,-0.32,Strong Buy,170785,37356147,,-1.172,159,Distribution Services
SUN,24,-9.536,-2.53,Sell,4894936,1993238400,21.103,1.208,2909,Distribution Services
SUNS,12.84,-3.748,-0.5,Sell,831915,206069160,22.566,0.585,,Finance
SUNW,1.16,60.022,0.44,Sell,139696033,19289640,,-1.549,178,Producer Manufacturing
SUP,1.3,-15.584,-0.24,Sell,1739909,33269470,,-14.664,8000,Producer Manufacturing
SUPN,20.43,-7.094,-1.56,Strong Sell,7313789,1075927563,9.608,2.251,464,Health Technology
SURF,6.04,-7.077,-0.46,Buy,16022945,241032844,,-0.814,49,Health Technology
SVBI,6,-2.28,-0.14,Sell,167656,76878000,13.252,0.46,174,Finance
SVM,6.92,-20.092,-1.74,Buy,24884200,1207152480,37.227,0.213,898,Non-Energy Minerals
SVMK,22.09,-11.249,-2.8,Buy,15409388,3098741020,,-0.622,1220,Technology Services
SVRA,1.18,-19.178,-0.28,Sell,4956000,63871630,,-1.449,39,Health Technology
SVT,7.86,-5.54,-0.46,Sell,40330,19469220,4.452,1.767,375,Producer Manufacturing
SVVC,4.11,-13.474,-0.64,Strong Sell,364617,28330230,,-7.529,,Finance
SWAV,69.38,9.191,5.84,Buy,11182569,2359121202,,-2.111,284,Health Technology
SWBI,15.51,-15.06,-2.75,Buy,60208426,867063285,,-0.199,1970,Electronic Technology
SWCH,15.33,-10.872,-1.87,Buy,30561512,1669973550,153.861,0.106,789,Technology Services
SWI,19.2,-8.702,-1.83,Buy,8980900,5997792000,202.147,0.099,3251,Technology Services
SWIR,10.21,-17.661,-2.19,Sell,3271848,371277461,,-1.888,1280,Electronic Technology
SWK,156.72,-2.839,-4.58,Buy,15900660,25025363040,30.052,5.3,59438,Consumer Durables
SWKH,13.2,3.611,0.46,Buy,578183,168970560,19.06,0.709,30,Miscellaneous
SWKS,133.92,-7.546,-10.93,Buy,33154001,22369461120,30.687,4.583,9000,Electronic Technology
SWM,26.85,-11.474,-3.48,Sell,3028751,841602510,9.139,2.964,3400,Process Industries
SWN,2.52,-9.353,-0.26,Sell,268464841,1366447320,,-4.195,923,Energy Minerals
SWTX,48.21,8.557,3.8,Neutral,5598236,2073917064,,-1.609,56,Health Technology
SWX,60.08,-4.438,-2.79,Strong Sell,6339392,3359343160,16.551,3.764,2295,Utilities
SXC,3.53,-1.397,-0.05,Sell,10039821,292171393,,-1.692,895,Energy Minerals
SXI,57.95,0.19,0.11,Sell,1432809,717473155,35.784,1.634,3800,Producer Manufacturing
SXT,55.23,0.018,0.01,Sell,5748326,2339382633,36.414,1.568,4058,Distribution Services
SXTC,0.2429,-19.087,-0.06,Sell,39612419,14607253,,-0.416,97,Health Technology
SYBT,33.93,-20.964,-9,Sell,1349087,769593474,13.407,2.685,615,Finance
SYBX,1.93,-12.273,-0.27,Sell,2544462,65939994,,-1.692,76,Health Technology
SYF,25.1,1.169,0.29,Sell,88577550,15895648650,8.464,3.276,16500,Finance
SYK,202.4,2.14,4.24,Buy,23747920,76022654400,48.305,4.276,40000,Health Technology
SYKE,32.52,-1.767,-0.59,Strong Buy,3755676,1302591852,17.524,1.888,54900,Technology Services
SYN,0.4779,-25.153,-0.16,Sell,12763704,9290519,,-0.881,11,Health Technology
SYNA,77.14,-9.598,-8.19,Buy,6475360,2643040106,23.944,3.499,1387,Electronic Technology
SYNC,1.36,17.241,0.2,Sell,4456982,53664784,,-0.303,257,Technology Services
SYNH,51.905,-17.742,-11.2,Sell,15223629,5422774875,30.607,1.805,24000,Health Services
SYNL,5.95,-5.705,-0.36,Sell,158674,53895100,,-1.103,606,Non-Energy Minerals
SYPR,0.9676,-13.607,-0.15,Sell,5094942,20686901,,-0.146,630,Producer Manufacturing
SYRS,8.91,-32.755,-4.34,Neutral,7396599,407741202,,-1.695,83,Health Technology
SYX,21.61,-2.614,-0.58,Sell,1040841,810050850,16.987,1.289,1430,Retail Trade
SYY,60.52,0.632,0.38,Sell,52535857,30776598720,163.316,0.409,57000,Distribution Services
T,27.87,-6.508,-1.94,Sell,604386474,1.98574E+11,17.416,1.645,246000,Communications
TA,17.56,-17.79,-3.8,Buy,3014524,252821856,5.741,3.233,21909,Consumer Services
TAC,5.79,-10.093,-0.65,Sell,2044303,1587618000,27.736,0.218,1543,Utilities
TACO,7.88,-6.302,-0.53,Sell,6267859,294117848,,-6.066,7844,Consumer Services
TACT,4.81,-10.595,-0.57,Sell,250569,36307708,,-0.434,134,Electronic Technology
TAIT,2.2843,-1.961,-0.05,Sell,162856,13255455,25.272,0.093,18,Distribution Services
TALO,5.58,-25.699,-1.93,Sell,12861704,407461086,3.128,1.93,440,Energy Minerals
TANH,2.24,10.891,0.22,Buy,5873650,64710912,,-0.201,71,Process Industries
TAOP,2.62,-7.746,-0.22,Strong Sell,17721498,20056650,,,78,Technology Services
TAP,33.08,-12.115,-4.56,Sell,41585607,7166076404,,-0.745,17700,Consumer Non-Durables
TARA,17.01,-20.514,-4.39,Sell,840077,99651214,,-9.056,12,Health Technology
TARO,55.5,-9.329,-5.71,Sell,428008,2123324550,,-6.736,1464,Health Technology
TAST,6.38,-4.204,-0.28,Sell,6552072,336377844,,-0.627,31500,Consumer Services
TAT,0.2427,-3.191,-0.01,Sell,17710166,16645895,,-0.534,147,Energy Minerals
TATT,4,0.629,0.03,Sell,327244,35500000,179.018,0.022,599,Electronic Technology
TAYD,8.7599,-6.311,-0.59,Sell,83678,30547961,10.342,0.87,115,Producer Manufacturing
TBBK,8.07,-15.053,-1.43,Sell,5592181,464758563,8.589,0.961,612,Finance
TBI,15.15,-10.461,-1.77,Sell,4310586,546328695,,-3.354,6200,Commercial Services
TBIO,12.43,-11.781,-1.66,Sell,20272875,922851677,,-1.747,93,Health Technology
TBK,27.89,-2.346,-0.67,Sell,1318991,693111124,17.203,1.605,1107,Finance
TBLT,0.68,0.221,0,Sell,18127912,26121928,,-2.209,24,Consumer Non-Durables
TBNK,19.27,-8.932,-1.89,Sell,311561,183332275,9.709,2.072,281,Finance
TBPH,16.14,-11.948,-2.19,Sell,5869545,1025138556,,-4.613,316,Health Technology
TCBI,30.27,-6.545,-2.12,Sell,7176694,1527054906,15.463,2.015,1738,Finance
TCBK,23.43,-15.385,-4.26,Sell,1109422,697258056,10.387,2.297,1184,Finance
TCCO,3.14,-15.478,-0.58,Sell,225320,5809000,,-0.158,24,Electronic Technology
TCDA,9.33,-11.731,-1.24,Sell,9416992,466957170,,-4.716,119,Health Technology
TCF,22.36,-16.815,-4.52,Sell,14232307,3403952240,17.206,1.337,,Finance
TCFC,21.33,-4.092,-0.91,Sell,94460,126129409,8.841,2.449,,Finance
TCI,23.5,2.174,0.5,Sell,59018,204873000,,-1.665,,Finance
TCMD,31.3,-18.553,-7.13,Strong Sell,3040840,607626900,,-0.432,629,Health Technology
TCON,4.73,150.265,2.84,Neutral,50708634,40198851,,-4.457,19,Health Technology
TCP,26.24,-13.599,-4.13,Sell,3483945,1871079936,7.516,3.703,,Industrial Services
TCPC,9.62,-2.434,-0.24,Sell,5744574,555721426,,-0.088,,Miscellaneous
TCRR,18.87,-6.677,-1.35,Buy,4659256,629201280,,-2.434,83,Health Technology
TCS,6.22,46.353,1.97,Buy,16717885,313254750,177.25,0.04,5100,Retail Trade
TCX,67.5,6.77,4.28,Buy,1087131,713313000,56.371,1.224,633,Technology Services
TD,45.28,-9.186,-4.58,Sell,23557951,82133392000,11.898,3.856,,Finance
TDAC,10.975,2.046,0.22,Buy,45886,137693954,,,3,Finance
TDC,22.79,-6.407,-1.56,Sell,24959320,2484110000,23.521,1.009,8535,Electronic Technology
TDG,479.28,-4.081,-20.39,Buy,7347388,25979995464,45.139,11.122,18300,Electronic Technology
TDOC,209.22,-3,-6.47,Buy,49141465,16994626770,,-1.284,2400,Health Services
TDS,18.67,-19.282,-4.46,Sell,10862046,2133902586,13.871,1.422,9400,Communications
TDW,6.45,-6.114,-0.42,Sell,2388260,260336190,,-5.872,5300,Industrial Services
TDY,309.11,-1.435,-4.5,Buy,3549330,11394845574,30.024,10.9,11790,Electronic Technology
TEAM,176.88,-7.76,-14.88,Buy,20645379,43859639015,,-1.414,4907,Technology Services
TECH,242.99,-4.881,-12.47,Buy,2852770,9368843935,42.012,5.992,2300,Health Technology
TECK,13.75,19.358,2.23,Sell,81878295,7302625000,,-1.326,10100,Non-Energy Minerals
TEL,93.96,-2.733,-2.64,Buy,27166614,31010370480,,-0.305,78000,Electronic Technology
TELA,15.61,9.544,1.36,Strong Buy,1184618,225005662,,-2.409,89,Health Technology
TELL,0.7085,-23.719,-0.22,Sell,92333386,228484165,,-1.062,176,Energy Minerals
TEN,6.75,-16.974,-1.38,Sell,14965639,548520215,,-17.396,78000,Producer Manufacturing
TENB,36.85,-2.099,-0.79,Buy,16102342,3731578400,,-0.926,1477,Technology Services
TENX,1.64,14.685,0.21,Neutral,3958443,20695816,,-1.354,9,Health Technology
TER,75.41,-11.251,-9.56,Buy,65016875,12520473120,21.701,3.816,5400,Electronic Technology
TESS,5.32,-13.776,-0.85,Strong Sell,372520,46351936,,-2.768,678,Electronic Technology
TEUM,0.6425,-5.515,-0.04,Sell,11818213,89191850,,,,Communications
TEX,18.51,-5.416,-1.06,Sell,12013424,1282743000,49.974,0.389,9500,Producer Manufacturing
TFC,35.43,-8.709,-3.38,Sell,93179229,47745822300,11.731,3.123,59000,Finance
TFFP,16.43,8.52,1.29,Neutral,5919322,366162266,,-2.569,4,Health Technology
TFII,40.89,-7.572,-3.35,Buy,2847035,3815768931,15.616,2.65,17150,Transportation
TFSL,14.12,-8.608,-1.33,Sell,3743407,3955703880,44.376,0.325,,Finance
TFX,330.77,-15.824,-62.18,Sell,4735368,15386097320,32.643,10.361,14400,Health Technology
TG,14.52,-14.235,-2.41,Sell,1580892,486666840,177.022,0.086,3000,Producer Manufacturing
TGA,0.41,-25.872,-0.14,Sell,3190413,29742220,,-1.009,75,Energy Minerals
TGB,1.01,5.208,0.05,Buy,31637129,248655940,,-0.193,,Non-Energy Minerals
TGC,0.7933,-23.721,-0.25,Buy,415712,8472444,,-0.134,12,Energy Minerals
TGH,13.03,10.988,1.29,Buy,6101957,694489879,15.567,0.91,170,Finance
TGI,6.18,-14.523,-1.05,Sell,49258710,321809904,,-6.218,9989,Electronic Technology
TGLS,5.18,-5.989,-0.33,Strong Sell,361478,238889168,33.42,0.155,5528,Producer Manufacturing
TGNA,11.53,-7.907,-0.99,Sell,21184405,2524551150,10.761,1.095,6883,Consumer Services
TGP,10.36,-6.414,-0.71,Sell,4277590,900284000,8.515,1.244,2009,Transportation
TGT,151.01,-0.132,-0.2,Buy,52065293,75598324180,22.24,6.995,368000,Retail Trade
TGTX,24.72,-0.343,-0.09,Buy,39071881,3130763280,,-2.06,134,Health Technology
TH,1.18,-18.621,-0.27,Sell,2289232,121013720,,-0.012,826,Consumer Services
THBR,10.22,1.59,0.16,Sell,1314937,440737500,115.73,0.089,3,Finance
THC,21.76,-22.782,-6.42,Sell,23477032,2293264640,,-0.49,113600,Health Services
THCA,9.97,0,0,Sell,41130,219215375,130.759,0.076,2,Finance
THCB,10.14,-0.295,-0.03,Buy,2017395,359838180,,,2,Finance
THFF,30.26,-12.009,-4.13,Sell,696288,415000770,8.176,3.735,957,Finance
THG,89.67,-12.509,-12.82,Sell,4396048,3382289631,12.284,7.592,4300,Finance
THM,1.34,-6.944,-0.1,Buy,12833787,251349160,,-0.016,3,Non-Energy Minerals
THMO,2.95,-25.693,-1.02,Sell,2070665,19793527,,-4.339,50,Health Technology
THO,93.73,-0.741,-0.7,Buy,17241105,5173783524,27.028,3.554,21750,Consumer Durables
THR,10.9,-17.173,-2.26,Sell,2835292,361536650,87.548,0.135,1335,Producer Manufacturing
THRM,39.36,-12.978,-5.87,Sell,2723797,1285296864,47.634,0.85,11726,Producer Manufacturing
THS,38.65,-9.717,-4.16,Strong Sell,8928638,2183786840,,-1.716,10800,Consumer Non-Durables
THTX,2.25,-13.462,-0.35,Strong Sell,2801149,173280150,,-0.233,112,Health Technology
TIF,116.42,-4.963,-6.08,Neutral,38810611,14129778980,57.015,2.053,14100,Retail Trade
TIG,12.03,-23.131,-3.62,,4208146,,,,,Finance
TIGO,29.19,-1.218,-0.36,Sell,3612963,2953327440,,-1.424,22375,Communications
TILE,5.99,-20.767,-1.57,Sell,11541819,350701322,,-0.938,4110,Producer Manufacturing
TIPT,4.62,-18.085,-1.02,Sell,1017682,155685684,,-1.546,1009,Finance
TISI,5.71,-10.361,-0.66,Sell,5347667,174883596,,-7.452,6800,Commercial Services
TITN,12.64,-6.37,-0.86,Sell,2731860,284822176,16.603,0.783,1612,Distribution Services
TJX,52.87,-3.504,-1.92,Buy,107286237,63394302200,95.447,0.587,286000,Retail Trade
TK,2.21,-13.333,-0.34,Sell,8432694,223446470,,-2.133,5700,Transportation
TKAT,0.87,-3.355,-0.03,Sell,93431,9806118,,-0.287,38,Technology Services
TKR,53.03,-2.141,-1.16,Strong Buy,9673130,3982462849,12.957,4.248,18000,Producer Manufacturing
TLGT,0.8297,-30.858,-0.37,Sell,5700090,4473386,,-9.848,252,Health Technology
TLRY,4.7,-29.955,-2.01,Strong Sell,88827670,597735402,,-4.897,1646,Process Industries
TLYS,6.48,2.208,0.14,Sell,6200787,192971808,435.065,0.019,5700,Retail Trade
TMBR,0.92,-25.203,-0.31,Sell,7593270,11069808,,-21.416,3,Health Technology
TMDI,0.67,-14.867,-0.12,Sell,11395643,50639538,,-0.016,10,Health Technology
TMDX,14.29,-19.854,-3.54,Sell,3724543,388046379,,-1.607,109,Health Technology
TMHC,23.15,-1.615,-0.38,Buy,22632361,3002439250,18.068,1.401,2300,Consumer Durables
TMO,420.76,-1.916,-8.22,Buy,23897040,1.66448E+11,46.521,9.318,75000,Health Technology
TMP,55.47,-16.183,-10.71,Sell,880424,827473725,12.068,4.726,1047,Finance
TMQ,1.75,-16.667,-0.35,Sell,2814452,246690500,1.954,1.007,13,Non-Energy Minerals
TMST,3.61,-4.244,-0.16,Sell,4464461,162581043,,-2.774,2500,Non-Energy Minerals
